DEBUG | 2011-05-19 08:06:49,973 | 2744 | view.views.home | home
DEBUG | 2011-05-22 08:27:56,460 | 200 | view.views.xhr_subscription | prefix 0034
DEBUG | 2011-05-22 08:27:56,460 | 200 | view.views.xhr_subscription | POST
DEBUG | 2011-05-22 08:27:56,461 | 200 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-22 08:28:25,780 | 200 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 08:28:30,207 | 200 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "0034620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 08:31:05,118 | 200 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 08:31:05,118 | 200 | view.views.xhr_subscription | prefix 0034
DEBUG | 2011-05-22 08:31:05,118 | 200 | view.views.xhr_subscription | POST
DEBUG | 2011-05-22 08:31:05,119 | 200 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-22 08:31:28,835 | 2400 | view.views.home | home
DEBUG | 2011-05-22 08:31:28,835 | 2400 | view.views.home | home 620459358
DEBUG | 2011-05-22 08:31:48,229 | 2400 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 08:31:48,233 | 2400 | view.views.xhr_subscription | prefix 0034
DEBUG | 2011-05-22 08:31:48,233 | 2400 | view.views.xhr_subscription | POST
DEBUG | 2011-05-22 08:31:48,234 | 2400 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-22 08:31:48,236 | 2400 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 08:31:48,237 | 2400 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "0034620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 08:36:14,489 | 3680 | view.views.home | home
DEBUG | 2011-05-22 08:36:14,490 | 3680 | view.views.home | home 620459358
DEBUG | 2011-05-22 08:36:19,660 | 3680 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 08:36:19,664 | 3680 | view.views.xhr_subscription | prefix 0034
DEBUG | 2011-05-22 08:36:19,664 | 3680 | view.views.xhr_subscription | POST
DEBUG | 2011-05-22 08:36:19,665 | 3680 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-22 08:36:19,667 | 3680 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 08:36:19,670 | 3680 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "0034620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 08:36:43,302 | 3680 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 08:36:43,305 | 3680 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "0034666777999"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 08:36:43,447 | 3680 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-22 08:36:43,447 | 3680 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-22 08:36:43,563 | 3680 | view.views.manage_subscription | save
DEBUG | 2011-05-22 08:36:50,382 | 3680 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-22 08:36:50,384 | 3680 | soaplib.wsgi.wsgi.build_schema | adding method '{http://127.0.0.1:8000}Test'
DEBUG | 2011-05-22 08:36:50,384 | 3680 | soaplib.wsgi.wsgi.build_schema | adding method '{http://127.0.0.1:8000}hello_world'
DEBUG | 2011-05-22 08:43:58,946 | 3680 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 08:43:58,947 | 3680 | view.views.xhr_subscription | prefix 0034
DEBUG | 2011-05-22 08:43:58,947 | 3680 | view.views.xhr_subscription | DELETE
DEBUG | 2011-05-22 08:43:58,947 | 3680 | view.views.delete_subscription | delete_susbcription
DEBUG | 2011-05-22 08:43:59,255 | 3680 | view.views.delete_subscription | 0034620459358
DEBUG | 2011-05-22 08:43:59,387 | 3680 | view.views.delete_subscription | 0034666777999
DEBUG | 2011-05-22 08:43:59,388 | 3680 | view.views.delete_subscription | correlator_list: 222,222
DEBUG | 2011-05-22 08:43:59,390 | 3680 | NESManager.manager.delete_subscription | delete_subscription
DEBUG | 2011-05-22 08:43:59,391 | 3680 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-22 08:43:59,392 | 3680 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-22 08:43:59,642 | 3680 | view.views.manage_subscription | delete
DEBUG | 2011-05-22 08:48:17,092 | 5640 | view.views.home | home
DEBUG | 2011-05-22 08:48:17,092 | 5640 | view.views.home | home 620459358
DEBUG | 2011-05-22 08:48:22,663 | 5640 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 08:48:22,664 | 5640 | view.views.xhr_subscription | POST
DEBUG | 2011-05-22 08:48:22,664 | 5640 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-22 08:48:22,664 | 5640 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 08:48:22,664 | 5640 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 08:48:22,953 | 5640 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 08:48:22,953 | 5640 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "666777999"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 08:48:23,078 | 5640 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-22 08:48:23,078 | 5640 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-22 08:48:23,209 | 5640 | view.views.manage_subscription | save
DEBUG | 2011-05-22 08:48:32,539 | 5640 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-22 08:48:32,539 | 5640 | soaplib.wsgi.wsgi.build_schema | adding method '{http://127.0.0.1:8000}Test'
DEBUG | 2011-05-22 08:48:32,540 | 5640 | soaplib.wsgi.wsgi.build_schema | adding method '{http://127.0.0.1:8000}hello_world'
DEBUG | 2011-05-22 08:50:22,944 | 5640 | nes_api_rest.views.views.handle | handle
DEBUG | 2011-05-22 08:52:47,772 | 5868 | nes_api_rest.views.views.handle | handle
DEBUG | 2011-05-22 08:52:47,772 | 5868 | NESManager.manager.handle | handle
DEBUG | 2011-05-22 08:53:46,891 | 2168 | nes_api_rest.views.views.handle | handle
DEBUG | 2011-05-22 08:53:46,891 | 2168 | NESManager.manager.handle | handle
DEBUG | 2011-05-22 08:56:06,157 | 5256 | nes_api_rest.views.views.handle | handle
DEBUG | 2011-05-22 08:56:31,632 | 5256 | NESManager.manager.handle | handle
DEBUG | 2011-05-22 08:57:26,880 | 5256 | nes_api_rest.views.views.handle | handle
DEBUG | 2011-05-22 08:57:32,094 | 5256 | NESManager.manager.handle | handle
DEBUG | 2011-05-22 08:57:34,104 | 5256 | NESManager.manager.handle | json_data: 
DEBUG | 2011-05-22 08:57:34,107 | 5256 | NESManager.manager.handle | called:0034620459358
DEBUG | 2011-05-22 08:57:34,108 | 5256 | NESManager.manager.handle | calling:0034666111000
DEBUG | 2011-05-22 08:57:34,109 | 5256 | NESManager.manager.handle | calledParticipant:620459358
DEBUG | 2011-05-22 08:57:34,111 | 5256 | NESManager.manager.handle | callingParticipant:666111000
DEBUG | 2011-05-22 08:57:34,112 | 5256 | NESManager.manager.handle | callSessionID:129916513689383
DEBUG | 2011-05-22 08:57:42,773 | 5256 | nes_api_rest.views.views.handle | json_data: {"action": {"transactionId": "0123456789", "callingPartyAddress": {"phoneNumber": "#666111000"}, "routingAddress": {"phoneNumber": "620459358"}, "legId": "2", "actionToPerform": "Route"}, "callSessionID": "129916513689383"}
DEBUG | 2011-05-22 09:00:13,615 | 4804 | nes_api_rest.views.views.handle | handle
DEBUG | 2011-05-22 09:00:13,615 | 4804 | NESManager.manager.handle | Inicio handle
DEBUG | 2011-05-22 09:01:07,736 | 4340 | nes_api_rest.views.views.handle | handle
DEBUG | 2011-05-22 09:01:07,736 | 4340 | NESManager.manager.handle | Inicio handle
DEBUG | 2011-05-22 09:01:07,736 | 4340 | NESManager.manager.handle | json_data: {u'callEvent': {u'callingParticipant': {u'phoneNumber': u'0034666111000'}, u'callSessionID': u'129916513689383', u'timestamp': u'129916513630886', u'legId': u'1', u'eventNotified': {u'callEvent': u'CalledNumber'}, u'roamingStatus': u'false', u'correlator': u'0000000003', u'calledParticipant': {u'phoneNumber': u'0034620459358'}}}
DEBUG | 2011-05-22 09:01:07,736 | 4340 | NESManager.manager.handle | called: 0034620459358
DEBUG | 2011-05-22 09:01:07,736 | 4340 | NESManager.manager.handle | calling: 0034666111000
DEBUG | 2011-05-22 09:01:07,736 | 4340 | NESManager.manager.handle | calledParticipant: 620459358
DEBUG | 2011-05-22 09:01:07,736 | 4340 | NESManager.manager.handle | callingParticipant: 666111000
DEBUG | 2011-05-22 09:01:07,736 | 4340 | NESManager.manager.handle | callSessionID: 129916513689383
DEBUG | 2011-05-22 09:01:07,740 | 4340 | NESManager.manager.handle |  routingAddress.phoneNumber 620459358
DEBUG | 2011-05-22 09:01:07,742 | 4340 | NESManager.manager.handle | callingPartyAddress.phoneNumber #666111000
DEBUG | 2011-05-22 09:01:07,742 | 4340 | nes_api_rest.views.views.handle | json_data: {"action": {"transactionId": "0123456789", "callingPartyAddress": {"phoneNumber": "#666111000"}, "routingAddress": {"phoneNumber": "620459358"}, "legId": "2", "actionToPerform": "Route"}, "callSessionID": "129916513689383"}
DEBUG | 2011-05-22 09:26:49,260 | 1096 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 09:26:49,262 | 1096 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-22 09:26:49,262 | 1096 | view.views.manage_subscription | real_number 
DEBUG | 2011-05-22 09:29:07,066 | 2812 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-22 09:29:07,069 | 2812 | soaplib.wsgi.wsgi.build_schema | adding method '{http://127.0.0.1:8000}Test'
DEBUG | 2011-05-22 09:29:07,069 | 2812 | soaplib.wsgi.wsgi.build_schema | adding method '{http://127.0.0.1:8000}hello_world'
DEBUG | 2011-05-22 09:29:12,263 | 2812 | view.views.home | home
DEBUG | 2011-05-22 09:29:12,266 | 2812 | view.views.home | real number: 620459358
DEBUG | 2011-05-22 09:29:13,453 | 2812 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 09:29:13,457 | 2812 | view.views.xhr_subscription | DELETE
DEBUG | 2011-05-22 09:29:13,457 | 2812 | view.views.delete_subscription | delete_susbcription
DEBUG | 2011-05-22 09:29:13,578 | 2812 | view.views.delete_subscription | 620459358
DEBUG | 2011-05-22 09:29:13,760 | 2812 | view.views.delete_subscription | 666777999
DEBUG | 2011-05-22 09:29:13,762 | 2812 | view.views.delete_subscription | correlator_list: 222,222
DEBUG | 2011-05-22 09:29:13,763 | 2812 | NESManager.manager.delete_subscription | delete_subscription
DEBUG | 2011-05-22 09:29:13,911 | 2812 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-22 09:29:13,911 | 2812 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-22 09:29:14,049 | 2812 | view.views.manage_subscription | delete
DEBUG | 2011-05-22 09:29:18,391 | 2812 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 09:29:18,394 | 2812 | view.views.xhr_subscription | POST
DEBUG | 2011-05-22 09:29:18,394 | 2812 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-22 09:29:18,394 | 2812 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 09:29:18,395 | 2812 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 09:29:34,341 | 2812 | view.views.home | home
DEBUG | 2011-05-22 09:29:34,342 | 2812 | view.views.home | real number: 620459358
DEBUG | 2011-05-22 09:29:38,204 | 2812 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 09:29:38,209 | 2812 | view.views.xhr_subscription | POST
DEBUG | 2011-05-22 09:29:38,210 | 2812 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-22 09:29:38,211 | 2812 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 09:29:38,213 | 2812 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 09:37:10,736 | 3336 | view.views.home | home
DEBUG | 2011-05-22 09:37:10,737 | 3336 | view.views.home | real number: 620459358
DEBUG | 2011-05-22 09:37:14,698 | 3336 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 09:37:14,700 | 3336 | view.views.xhr_subscription | POST
DEBUG | 2011-05-22 09:37:14,701 | 3336 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-22 09:37:14,701 | 3336 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 09:37:14,703 | 3336 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 09:38:10,799 | 3336 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-22 09:38:10,799 | 3336 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Called", "monitoredParty": {"phoneNumber": "666777999"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
DEBUG | 2011-05-22 09:38:15,137 | 3336 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-22 09:38:15,138 | 3336 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-22 09:38:15,252 | 3336 | view.views.manage_subscription | save
DEBUG | 2011-05-22 09:38:27,364 | 3336 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-22 09:38:27,365 | 3336 | soaplib.wsgi.wsgi.build_schema | adding method '{http://127.0.0.1:8000}Test'
DEBUG | 2011-05-22 09:38:27,365 | 3336 | soaplib.wsgi.wsgi.build_schema | adding method '{http://127.0.0.1:8000}hello_world'
DEBUG | 2011-05-22 09:38:59,551 | 3336 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-22 09:38:59,552 | 3336 | view.views.xhr_subscription | DELETE
DEBUG | 2011-05-22 09:38:59,553 | 3336 | view.views.delete_subscription | delete_susbcription
DEBUG | 2011-05-22 09:38:59,733 | 3336 | view.views.delete_subscription | 620459358
DEBUG | 2011-05-22 09:38:59,867 | 3336 | view.views.delete_subscription | 666777999
DEBUG | 2011-05-22 09:38:59,868 | 3336 | view.views.delete_subscription | correlator_list: 1234567891321,1234567891321
DEBUG | 2011-05-22 09:38:59,869 | 3336 | NESManager.manager.delete_subscription | delete_subscription
DEBUG | 2011-05-22 09:38:59,871 | 3336 | view.views.manage_subscription | manage_subscription
DEBUG | 2011-05-22 09:38:59,872 | 3336 | view.views.manage_subscription | real_number 620459358
DEBUG | 2011-05-22 09:39:00,000 | 3336 | view.views.manage_subscription | delete
DEBUG | 2011-05-22 22:53:45,542 | 220 | view.views.home | home
DEBUG | 2011-05-22 22:53:45,542 | 220 | view.views.home | real number: 620459358
DEBUG | 2011-05-23 10:23:58,480 | 4332 | view.views.home | home
DEBUG | 2011-05-23 10:23:58,480 | 4332 | view.views.home | real number: 620459358
DEBUG | 2011-05-23 10:28:37,029 | 4152 | soaplib.service.service.build_public_methods | building public methods
DEBUG | 2011-05-23 10:28:37,032 | 4152 | soaplib.wsgi.wsgi.build_schema | adding method '{NES}handleService'
DEBUG | 2011-05-23 10:34:41,423 | 4152 | view.views.xhr_subscription | xhr_subscription
DEBUG | 2011-05-23 10:34:41,424 | 4152 | view.views.xhr_subscription | POST
DEBUG | 2011-05-23 10:34:41,424 | 4152 | view.views.create_subscription | create_subscription
DEBUG | 2011-05-23 10:34:41,424 | 4152 | NESManager.manager.save_subscription | save_subscription
DEBUG | 2011-05-23 10:34:41,424 | 4152 | NESManager.manager.save_subscription | json_data: {"startCallNotification": {"directionMode": true, "addressDirection": "Both", "monitoredParty": {"phoneNumber": "620459358"}, "reference": {"endpoint": "http://212.179.159.77/nesphase2", "interfaceName": "ParlayX"}, "criteria": ["CalledNumber"]}}
